Name,Id,Level,Hp,BaseExp,JobExp,Size,Race,Element,Custom
Furious Shinobi,2664,95,40000,646000,1831500,Medium,DemiHuman,Dark3,False
Elusive Mistress of Shelter,2665,125,135000,1571500,4530000,Medium,Angel,Holy3,False
Swift Shellfish,2666,50,8400,198500,519000,Small,Fish,Water1,False
Solid Cecil Damon,2667,141,2002550,8283500,27299200,Medium,DemiHuman,Wind3,False
Sea Otter Ringleader,2668,48,9100,189500,492000,Medium,Brute,Water3,False
Furious Lamp Rey,2669,110,110250,954000,2733000,Medium,Fish,Water2,False
Elusive Scorpion,2670,16,765,84500,172500,Small,Insect,Fire1,False
Swift Savage Babe,2671,14,900,86000,157500,Small,Brute,Earth1,False
Solid Savage,2672,59,23010,267500,685500,Large,Brute,Earth2,False
Savage Ringleader,2673,59,11505,267500,685500,Large,Brute,Earth2,False
Furious Sandman,2674,61,14435,296000,762000,Medium,Formless,Earth3,False
Elusive Salamander,2675,138,401950,1923500,5888800,Large,Formless,Fire3,False
Swift Sailor Skeleton,2676,19,1550,29000,64500,Medium,Undead,Undead1,False
Solid Roween,2677,95,73850,646000,1831500,Medium,Brute,Wind1,False
Roda Frog Ringleader,2678,13,800,81000,150000,Medium,Fish,Water1,False
Furious Roda Frog,2679,13,800,81000,150000,Medium,Fish,Water1,False
Elusive Rocker,2680,15,925,87000,165000,Medium,Insect,Earth1,False
Swift Rideword,2681,74,16110,390000,1080000,Small,Formless,Neutral3,False
Solid Rideword,2682,74,32220,390000,1080000,Small,Formless,Neutral3,False
Dumpling Child Ringleader,2683,60,10490,260500,702000,Small,DemiHuman,Neutral1,False
Furious Baroness of Retribution,2684,121,110760,1523500,4386000,Medium,Angel,Dark3,False
Elusive Baroness of Retribution,2685,121,110760,1523500,4386000,Medium,Angel,Dark3,False
Swift Baroness of Retribution,2686,121,110760,1523500,4386000,Medium,Angel,Dark3,False
Solid Requiem,2687,71,30890,369000,1017000,Medium,DemiHuman,Dark1,False
Remover Ringleader,2688,121,161175,1675500,4158000,Medium,Undead,Undead2,False
Elusive Red Eruma,2689,91,49500,610000,1723500,Medium,Fish,Water2,False
Swift Raydric,2690,115,92040,1123000,3225000,Large,DemiHuman,Dark2,False
Solid Raydric,2691,115,184080,1123000,3225000,Large,DemiHuman,Dark2,False
Laurell Weinder Ringleader,2692,133,201410,1462500,5420200,Medium,DemiHuman,Ghost2,False
Furious Rake Scaraba,2693,139,338500,1747500,5933400,Medium,Insect,Earth2,False
Elusive Raggler,2694,48,5740,189500,492000,Small,Brute,Wind1,False
Swift Rafflesia,2695,86,29095,543000,1455000,Small,Plant,Earth1,False
Poring Ringleader,2696,1,275,75000,60000,Medium,Plant,Water1,False
Furious Poring,2697,1,275,75000,60000,Medium,Plant,Water1,False
Elusive Poring,2698,1,275,75000,60000,Medium,Plant,Water1,False
Swift Poring,2699,1,275,75000,60000,Medium,Plant,Water1,False
Solid Porcellio,2700,85,55440,534000,1429500,Small,Insect,Earth3,False
Poporing Ringleader,2701,30,2620,114500,271500,Medium,Plant,Poison1,False
Furious Poporing,2702,30,2620,114500,271500,Medium,Plant,Poison1,False
Elusive Poporing,2703,30,2620,114500,271500,Medium,Plant,Poison1,False
Swift Poison Toad,2704,87,24380,526000,1480500,Medium,Brute,Poison2,False
Solid Poison Spore,2705,26,4560,104500,241500,Medium,Plant,Poison1,False
Plasma Ringleader,2706,119,103000,1183500,3978000,Small,Formless,Ghost4,False
Furious Plankton,2707,40,6160,150000,376500,Small,Plant,Water3,False
Elusive Pitman,2708,90,36040,579000,1557000,Large,Undead,Earth2,False
Swift Piranha,2709,75,22610,397000,1101000,Large,Fish,Water3,False
Solid Dark Pinguicula,2710,113,170020,1101000,3159000,Medium,Plant,Poison2,False
Pinguicula Ringleader,2711,105,65290,853000,2320500,Medium,Plant,Earth3,False
Furious Picky,2712,10,445,77500,127500,Small,Brute,Fire1,False
Elusive Phen,2713,52,9815,218000,574500,Medium,Fish,Water2,False
Swift Petite,2714,86,28995,543000,1455000,Medium,Dragon,Earth1,False
Solid Petite,2715,86,57990,543000,1455000,Medium,Dragon,Earth1,False
Penomena Ringleader,2716,85,22945,509000,1429500,Medium,Fish,Poison1,False
Furious Penomena,2717,85,22945,509000,1429500,Medium,Fish,Poison1,False
Elusive Peco Peco,2718,25,2230,102000,234000,Large,Brute,Fire1,False
Swift Pasana,2719,79,17550,427000,1191000,Medium,DemiHuman,Fire2,False
Solid Parasite,2720,76,32220,404500,1123500,Medium,Plant,Wind2,False
Owl Duke Ringleader,2721,92,36905,619000,1750500,Large,Demon,Neutral3,False
Furious Orc Warrior,2722,44,7170,180500,439500,Medium,DemiHuman,Earth1,False
Elusive Orc Zombie,2723,51,9540,234000,528000,Medium,Undead,Undead1,False
Swift Orc Skeleton,2724,53,10385,245000,556500,Medium,Undead,Undead1,False
Solid Orc Lady,2725,45,15200,184500,451500,Medium,DemiHuman,Earth2,False
Dame of Sentinel Ringleader,2726,127,172690,1832000,5284500,Medium,Angel,Neutral4,False
Furious Noxious,2727,87,27150,473500,1558500,Medium,Formless,Ghost3,False
Elusive Novus,2728,90,33350,551500,1557000,Small,Dragon,Neutral1,False
Swift Novus,2729,90,33350,551500,1557000,Small,Dragon,Neutral1,False
Solid Novus,2730,90,66700,551500,1557000,Small,Dragon,Neutral1,False
Novus Ringleader,2731,90,33350,551500,1557000,Small,Dragon,Neutral1,False
Furious Nightmare Terror,2732,107,66445,922500,2638500,Large,Demon,Dark3,False
Elusive Wraith Dead (Nightmare),2733,110,77895,1049000,2590500,Large,Undead,Undead4,False
Furious Wanderer (Nightmare),2734,151,653410,4953500,14213100,Medium,Demon,Wind1,False
Solid Nephentes,2735,114,150990,1112000,3192000,Medium,Plant,Poison2,False
Necromancer Ringleader,2736,133,456520,1495000,4933500,Medium,Undead,Undead4,False
Furious Myst Case,2737,39,4395,146500,366000,Medium,Formless,Neutral3,False
Elusive Muscipular,2738,105,62750,853000,2320500,Medium,Plant,Earth1,False
Swift Mummy,2739,55,10775,256000,585000,Medium,Undead,Undead2,False
Solid Mummy,2740,55,21550,256000,585000,Medium,Undead,Undead2,False
Muka Ringleader,2741,23,2340,102500,222000,Large,Plant,Earth1,False
Furious Incarnation of Morroc,2742,132,319500,1427500,2717500,Large,Angel,Dark1,False
Elusive Incarnation of Morroc,2743,132,319500,1427500,2717500,Large,Angel,Dark1,False
Swift Incarnation of Morroc,2744,132,319500,1427500,2717500,Large,Angel,Dark1,False
Solid Holden,2745,85,62280,534000,1429500,Small,Brute,Earth2,False
Miyabi Doll Ringleader,2746,85,25940,509000,1429500,Medium,Demon,Dark1,False
Furious Minorous,2747,58,9465,249500,669000,Large,Brute,Fire2,False
Elusive Minorous,2748,58,9465,249500,669000,Large,Brute,Fire2,False
Swift Minorous,2749,58,9465,249500,669000,Large,Brute,Fire2,False
Solid Mineral,2750,96,83000,655500,1860000,Small,Formless,Neutral2,False
Miming Ringleader,2751,140,406000,2307500,6237000,Small,Formless,Neutral1,False
Furious Mimic,2752,56,9695,238500,636000,Medium,Formless,Neutral3,False
Elusive Mimic,2753,56,9695,238500,636000,Medium,Formless,Neutral3,False
Swift Metaller,2754,55,8435,233000,619500,Medium,Insect,Fire1,False
Solid Metaling,2755,81,43000,477000,1333500,Small,Formless,Neutral1,False
Metaling Ringleader,2756,81,21500,477000,1333500,Small,Formless,Neutral1,False
Furious Merman,2757,60,14700,260500,702000,Medium,DemiHuman,Water3,False
Elusive Menblatt,2758,143,411000,2075000,6773200,Medium,Insect,Wind2,False
Swift Medusa,2759,102,50225,782500,2230500,Medium,Demon,Neutral2,False
Solid Martin,2760,39,10560,153500,366000,Small,Brute,Earth2,False
Marionette Ringleader,2761,90,35830,496500,1639500,Small,Demon,Ghost3,False
Furious Marin,2762,37,4935,139500,345000,Medium,Plant,Water2,False
Elusive Marduk,2763,73,14465,383000,1059000,Large,DemiHuman,Fire1,False
Swift Mantis,2764,65,13595,321000,834000,Medium,Insect,Earth1,False
Solid Mandragora,2765,13,1560,85000,150000,Medium,Plant,Earth3,False
Manananggal Ringleader,2766,107,102255,922500,2638500,Medium,Demon,Dark2,False
Furious Majoruros,2767,107,59005,922500,2638500,Large,Brute,Fire2,False
Elusive Magnolia,2768,53,9920,223000,589500,Small,Demon,Water1,False
Swift Magmaring,2769,110,65395,954000,2733000,Small,Formless,Fire2,False
Solid Lunatic,2770,3,480,75000,75000,Small,Brute,Neutral3,False
Lunatic Ringleader,2771,3,240,75000,75000,Small,Brute,Neutral3,False
Furious Lude,2772,101,57870,849500,2085000,Small,Undead,Undead1,False
Elusive Luciola Vespa,2773,109,62330,943500,2701500,Medium,Insect,Wind1,False
Swift Loli Ruri,2774,109,76400,943500,2701500,Large,Demon,Dark4,False
Solid Enchanted Peach Tree,2775,92,87770,649500,1750500,Medium,Plant,Earth2,False
Baby Poring Ringleader,2776,1,200,9000,15000,Small,Plant,Water1,False
Furious Little Fatum,2777,142,425500,2437500,6435000,Small,DemiHuman,Wind2,False
Elusive Jing Guai,2778,80,25935,456000,1213500,Medium,Demon,Earth3,False
Swift Les,2779,82,31080,509000,1357500,Medium,Plant,Earth4,False
Solid Leib Olmai,2780,118,240010,1368000,3747000,Large,Brute,Earth1,False
Leaf Cat Ringleader,2781,64,13175,315000,816000,Small,Brute,Earth1,False
Swift Kobold Archer,2784,108,55265,933000,2670000,Small,DemiHuman,Fire1,False
Solid Kobold,2785,107,104830,922500,2638500,Medium,DemiHuman,Wind2,False
Knocker Ringleader,2786,126,219500,1910000,5247000,Small,Demon,Earth1,False
Furious Beetle King,2787,55,10305,244500,619500,Small,Insect,Earth1,False
Elusive Kasa,2788,135,350640,1819500,6359100,Large,Formless,Fire3,False
Swift Karakasa,2789,72,15460,376000,1038000,Medium,Formless,Neutral3,False
Solid Isis,2790,59,20920,255000,685500,Large,Demon,Dark1,False
Isilla Ringleader,2791,124,131620,1559500,4494000,Medium,DemiHuman,Neutral4,False
Furious Injustice,2792,95,39760,646000,1831500,Medium,Undead,Dark2,False
Elusive Mi Gao,2793,83,26675,517500,1381500,Medium,Formless,Earth3,False
Swift Ice Titan,2794,110,104100,954000,2733000,Large,Formless,Water3,False
Solid Iara,2795,79,58900,427000,1191000,Medium,Fish,Water3,False
Yao Jun Ringleader,2796,87,34980,578500,1402500,Medium,Undead,Undead2,False
Furious Hunter Fly,2797,63,10250,294000,798000,Small,Insect,Wind2,False
Elusive Hornet,2798,11,450,79000,135000,Small,Insect,Wind1,False
Swift Uni-horn Scaraba,2799,130,255500,1305000,3969900,Small,Insect,Earth1,False
Solid Horn,2800,32,7050,129500,297000,Medium,Insect,Earth1,False
Hodremlin Ringleader,2801,122,115910,1535500,4422000,Medium,Demon,Dark3,False
Furious Hode,2802,63,13380,308500,798000,Medium,Brute,Earth2,False
Elusive Hill Wind,2803,101,45500,772500,2200500,Medium,Brute,Wind3,False
Swift Hill Wind,2804,101,45500,772500,2200500,Medium,Brute,Wind3,False
Solid High Orc,2805,81,41930,477000,1333500,Large,DemiHuman,Fire2,False
Harpy Ringleader,2806,83,22115,493000,1381500,Medium,Demon,Wind3,False
Furious Harpy,2807,83,22115,493000,1381500,Medium,Demon,Wind3,False
Elusive Grove,2808,55,10450,244500,619500,Medium,Brute,Earth2,False
Swift Greatest General,2809,55,7875,233000,619500,Medium,Formless,Fire2,False
Solid Grand Peco,2810,75,31500,397000,1101000,Large,Brute,Fire2,False
Grand Peco Ringleader,2811,75,15750,397000,1101000,Large,Brute,Fire2,False
Furious Golem,2812,61,11225,282000,762000,Large,Formless,Neutral3,False
Elusive Goblin,2813,48,5290,189500,492000,Medium,DemiHuman,Wind1,False
Swift Goblin,2814,48,5290,189500,492000,Medium,DemiHuman,Wind1,False
Solid Goat,2815,80,39800,434500,1213500,Medium,Brute,Fire3,False
Goat Ringleader,2816,80,19900,434500,1213500,Medium,Brute,Fire3,False
Furious Dark Hammer Kobold,2817,142,906700,5180000,20097000,Medium,DemiHuman,Poison2,False
Elusive Dark Hammer Kobold,2818,142,906700,5180000,20097000,Medium,DemiHuman,Poison2,False
Swift Dark Shadow,2819,147,1020545,5750000,19998000,Small,Formless,Dark2,False
Solid Dark Shadow,2820,147,2041090,5750000,19998000,Small,Formless,Dark2,False
Giant Hornet Ringleader,2821,120,132605,1326000,3816000,Small,Insect,Wind1,False
Furious Ghoul,2822,61,13070,310000,720000,Medium,Undead,Undead2,False
Elusive Ghoul,2823,61,13070,310000,720000,Medium,Undead,Undead2,False
Swift Geographer,2824,73,19330,402000,1059000,Medium,Plant,Earth3,False
Solid Geographer,2825,73,38660,402000,1059000,Medium,Plant,Earth3,False
Gargoyle Ringleader,2826,100,43860,693500,1974000,Medium,Demon,Wind3,False
Furious Gargoyle,2827,100,43860,693500,1974000,Medium,Demon,Wind3,False
Elusive Galion,2828,100,44105,693500,1974000,Medium,Brute,Wind2,False
Swift Seal,2829,47,6855,185000,478500,Medium,Brute,Water1,False
Solid Freezer,2830,94,99900,637000,1804500,Medium,Brute,Water2,False
Freezer Ringleader,2831,94,49950,637000,1804500,Medium,Brute,Water2,False
Furious Ferus,2832,126,195270,1910000,5247000,Large,Dragon,Earth2,False
Elusive Familiar,2833,24,2135,100000,228000,Small,Brute,Dark1,False
Swift False Angel,2834,105,54940,812500,2320500,Small,Angel,Holy3,False
Solid Fabre,2835,6,720,79000,97500,Small,Insect,Earth1,False
Fabre Ringleader,2836,6,360,79000,97500,Small,Insect,Earth1,False
Furious Explosion,2837,100,39065,693500,1974000,Small,Brute,Fire3,False
Elusive Evil Druid,2838,80,25745,477500,1149000,Large,Undead,Undead4,False
Swift Elder Willow,2839,34,2995,129500,315000,Medium,Plant,Fire2,False
Solid Elder Willow,2840,34,5990,129500,315000,Medium,Plant,Fire2,False
Echio Ringleader,2841,126,158100,1819500,5247000,Medium,DemiHuman,Neutral4,False
Furious Dustiness,2842,62,10130,288000,780000,Small,Insect,Wind2,False
Swift Dryad,2843,68,18200,341500,892500,Medium,Plant,Earth4,False
Solid Drosera,2844,101,108780,811000,2200500,Medium,Plant,Earth1,False
Drops Ringleader,2845,2,230,75000,67500,Medium,Plant,Fire1,False
Furious Driller,2846,65,13595,321000,834000,Medium,Brute,Earth1,False
Elusive Drainliar,2847,47,5810,185000,478500,Small,Brute,Dark2,False
Swift Dragon Tail,2848,86,23400,517500,1455000,Medium,Insect,Wind2,False
Solid Draco,2849,114,200990,1167500,3192000,Medium,Dragon,Earth1,False
Dolomedes Ringleader,2850,132,272955,1675500,5101800,Large,Insect,Water3,False
Furious Dokebi,2851,68,14100,325500,892500,Small,Demon,Dark1,False
Elusive Disguise,2852,103,69475,832000,2260500,Medium,Demon,Earth4,False
Swift Dimik,2853,116,87760,1280000,3678000,Medium,Formless,Wind2,False
Solid Deviruchi,2854,93,89120,628000,1777500,Small,Demon,Dark1,False
Baby Desert Wolf Ringleader,2855,14,700,82000,157500,Small,Brute,Fire1,False
Furious Baby Desert Wolf,2856,14,700,82000,157500,Small,Brute,Fire1,False
Elusive Deniro,2857,31,3355,126500,288000,Small,Insect,Earth1,False
Swift Death Word,2858,114,81950,1112000,3192000,Medium,Formless,Neutral3,False
Solid Death Word,2859,114,163900,1112000,3192000,Medium,Formless,Neutral3,False
Death Word Ringleader,2860,114,81950,1112000,3192000,Medium,Formless,Neutral3,False
Furious Dark Priest,2861,98,60450,741500,1816500,Medium,Demon,Undead4,False
Elusive Zhu Po Long,2862,82,19715,485000,1357500,Medium,Dragon,Wind2,False
Swift Creamy,2863,23,1890,98000,222000,Small,Insect,Wind1,False
Solid Cornutus,2864,48,14500,189500,492000,Small,Fish,Water1,False
Cookie Ringleader,2865,35,3330,132500,324000,Small,DemiHuman,Neutral3,False
Furious Constant,2866,108,60250,933000,2670000,Small,Formless,Dark3,False
Elusive Comodo,2867,81,20010,477000,1333500,Medium,Brute,Poison3,False
Swift Coco,2868,38,4180,150000,355500,Small,Brute,Earth1,False
Solid Coco,2869,38,8360,150000,355500,Small,Brute,Earth1,False
Clock Ringleader,2870,81,27780,500500,1333500,Medium,Formless,Earth2,False
Furious Clock,2871,81,27780,500500,1333500,Medium,Formless,Earth2,False
Elusive Chonchon,2872,5,285,75000,90000,Small,Insect,Wind1,False
Swift Centipede,2873,125,124960,1571500,4530000,Medium,Insect,Poison2,False
Solid Cenere,2874,146,1301310,3558500,11309100,Small,Plant,Wind1,False
Celia Ringleader,2875,141,1265725,11053500,37653000,Medium,DemiHuman,Ghost3,False
Furious Caterpillar,2876,121,128280,1599500,4386000,Small,Insect,Earth1,False
Elusive Carat,2877,103,46110,792500,2260500,Medium,Demon,Wind2,False
Swift Caramel,2878,25,2590,107000,234000,Small,Brute,Earth1,False
Solid Bungisngis,2879,121,255130,1599500,4386000,Large,DemiHuman,Earth2,False
Breeze Ringleader,2880,92,33775,619000,1750500,Medium,Formless,Wind3,False
Furious Breeze,2881,92,33775,619000,1750500,Medium,Formless,Wind3,False
Elusive Bradium Golem,2882,133,228695,2129500,3557400,Large,Formless,Earth2,False
Swift Bloody Butterfly,2883,94,35150,637000,1804500,Medium,Insect,Wind2,False
Bigfoot Ringleader,2884,29,2935,117500,264000,Large,Brute,Earth1,False
Furious Bathory,2885,86,26210,517500,1455000,Medium,DemiHuman,Dark1,False
Elusive Banshee Master,2886,118,101600,1303000,3747000,Medium,Demon,Dark2,False
Swift Banshee,2887,130,243330,1869500,5397000,Medium,Demon,Dark2,False
Solid Banaspaty,2888,85,46800,509000,1429500,Small,Formless,Fire3,False
Assaulter Ringleader,2889,100,44885,693500,1974000,Medium,DemiHuman,Wind2,False
Furious Argos,2890,47,5025,185000,478500,Large,Insect,Poison1,False
Elusive Argiope,2891,75,15525,397000,1101000,Large,Insect,Poison1,False
Swift Argiope,2892,75,15525,397000,1101000,Large,Insect,Poison1,False
Solid Arclouze,2893,107,100200,968500,2638500,Medium,Insect,Earth2,False
Arclouze Ringleader,2894,107,50100,968500,2638500,Medium,Insect,Earth2,False
Furious Apocalypse,2895,121,110450,1523500,4386000,Large,Formless,Neutral3,False
Elusive Antler Scaraba,2896,136,313000,1582500,5200800,Medium,Insect,Earth2,False
Swift Antique Book,2897,148,673075,3612500,11622600,Small,Formless,Neutral3,False
Solid Antique Book,2898,148,1346150,3612500,11622600,Small,Formless,Neutral3,False
Furious Anolian,2899,109,77735,943500,2701500,Medium,Fish,Water2,False
Elusive Angra Mantis,2900,144,458600,2531500,6949800,Medium,Insect,Earth2,False
Swift Angra Mantis,2901,144,458600,2531500,6949800,Medium,Insect,Earth2,False
Solid Andre,2902,33,7240,132500,306000,Small,Insect,Earth1,False
Ancient Mimic Ringleader,2903,112,73500,1090000,3126000,Large,Formless,Neutral3,False
Furious Anacondaq,2904,100,42550,693500,1974000,Medium,Brute,Poison1,False
Elusive Ambernite,2905,19,1700,89000,195000,Large,Insect,Water1,False
Swift Rafflesia Arnoldi,2906,80,25745,456000,1213500,Medium,Plant,Earth1,False
Solid Alligator,2907,57,24300,244000,652500,Medium,Brute,Water1,False
Aliza Ringleader,2908,112,72250,1090000,3126000,Medium,DemiHuman,Neutral3,False
Furious Alicel,2909,115,90000,1123000,3225000,Medium,Demon,Neutral3,False
Elusive Alarm,2910,88,27810,534500,1506000,Medium,Formless,Neutral3,False
Swift Agav,2911,128,200000,1844500,5322000,Medium,DemiHuman,Neutral4,False
Solid Acidus,2912,130,407180,1869500,5397000,Large,Dragon,Wind2,False
Acidus Ringleader,2913,130,203590,1869500,5397000,Large,Dragon,Wind2,False
Geffen Shoplifter,2914,50,10000,21200,22700,Medium,DemiHuman,Neutral1,False
Big Ben,2916,160,222240,1489400,1401100,Medium,Formless,Earth2,False
Big Bell,2917,163,166860,1502600,1691500,Medium,Formless,Neutral3,False
Time Keeper,2918,165,256000,1579600,1773800,Large,Formless,Neutral4,False
Neo Punk,2919,155,154760,1174800,1323700,Small,Plant,Wind1,False
Arc Elder,2920,168,293640,1817200,3506500,Large,DemiHuman,Neutral4,False
Owl Viscount,2921,168,295240,1817200,2361900,Large,Demon,Neutral3,False
Owl Viscount,2922,168,295240,0,0,Large,Demon,Neutral3,False
Owl Marquis,2923,170,630000,4349400,2761200,Large,Demon,Neutral3,False
Elder Willow,2924,34,599,5800,6500,Medium,Plant,Fire2,False
Willow,2925,8,91,1500,1100,Medium,Plant,Earth1,False
Harpy,2926,83,4423,33000,38000,Medium,Demon,Wind3,False
Mineral,2927,96,8300,40100,50600,Small,Formless,Neutral2,False
Gibbet,2928,105,12999,48600,43700,Large,Demon,Dark1,False
Plasma,2929,116,24975,108800,75300,Small,Formless,Earth4,False
Solace,2930,123,24729,122100,120400,Medium,Angel,Holy3,False
Metaling,2931,81,4300,26200,26800,Small,Formless,Neutral1,False
Poporing,2932,30,524,4900,5600,Medium,Plant,Poison1,False
Deviling,2933,66,16890,59800,59400,Medium,Demon,Dark4,False
Arc Angeling,2934,84,25100,89400,72700,Medium,Angel,Holy3,False
Taoist Hermit,2935,96,8266,45100,28100,Large,Formless,Neutral2,False
Ghostring,2936,1,10,0,0,Small,Plant,Neutral1,False
Loki,2937,145,1215600,25000000,25000000,Medium,DemiHuman,Neutral1,False
Magic Seal,2938,140,10000000,100,769800,Large,Formless,Neutral1,False
Evil Shadow,2939,138,112000,745600,658100,Large,Demon,Dark2,False
Evil Shadow,2940,141,127650,810300,851100,Medium,Demon,Dark2,False
Evil Shadow,2941,142,153400,886300,740900,Large,Demon,Dark2,False
Evil Believer,2942,151,8256000,100865300,108784900,Large,Demon,Dark3,False
Cursed Soldier,2948,110,18574,190700,203600,Medium,Undead,Undead3,False
Cursed Sentinel,2949,110,14099,163400,148000,Large,DemiHuman,Dark3,False
Broken Mind,2950,110,13520,154500,171200,Medium,Demon,Dark3,False
Floating Word,2951,110,11276,116600,113700,Small,Demon,Ghost3,False
Like Love,2952,110,14008,150500,183300,Medium,Demon,Wind3,False
Cursed Memory,2953,110,18045,180200,178500,Medium,Undead,Undead3,False
Colorless Vow,2954,110,19194,193900,206900,Medium,Undead,Undead3,False
Old Friendship,2955,110,12614,130600,146000,Medium,Undead,Undead2,False
Sweet Slaughter,2956,110,13986,196000,174500,Large,Undead,Undead1,False
Forgotten Name,2957,120,19546,150500,163300,Medium,Undead,Undead2,False
Fatal Days,2958,120,24240,205200,222800,Medium,Demon,Dark3,False
Torturous Redeemer,2959,120,103342,1059000,921500,Medium,DemiHuman,Earth3,False
Flamecross,2960,149,10000,0,0,Small,Insect,Ghost4,False
Torturous Redeemer,2961,120,103342,100,100,Medium,DemiHuman,Earth3,False
Decorated Evil Tree,2987,148,544444,444400,1588800,Large,Demon,Undead3,False
Wicked Vice Plant Manager,2988,149,44,0,0,Medium,Undead,Dark3,False
Vicious Cookie,2989,149,187760,666600,733200,Small,Demon,Dark3,False
Corrupt Cruiser,2990,140,188999,0,0,Medium,Demon,Undead3,False
Evil Dwelling Box,2991,148,259000,666600,733200,Medium,Demon,Dark3,False
Creepy Demon,2992,140,4444,66600,73200,Small,Undead,Dark3,False
Malicious Baby Ghost,2993,145,444444,444400,1588800,Small,Demon,Dark3,False
Dancing Marionette,2994,148,280000,444400,1588800,Small,Demon,Ghost1,False
Abandoned Teddy Bear,2995,148,180000,666600,733200,Small,Demon,Undead3,False
Celine Kimi,2996,160,66666666,444444400,403333200,Large,Undead,Ghost1,False
Kimi's Phantom,2997,160,66666666,0,0,Large,Undead,Ghost1,False
Wounded Morroc,2998,158,1771440,1239000,1610400,Large,Demon,Neutral3,False
Morroc's Necromancer,2999,158,4000000,210600000,133650000,Medium,DemiHuman,Neutral3,False
Morroc's Necromancer,3000,101,80000000,231075000,146520000,Medium,DemiHuman,Earth4,False
Morroc's Ghoul,3001,158,295240,123900,161000,Medium,Demon,Neutral3,False
Morroc's Osiris,3002,158,442860,123900,161000,Medium,Demon,Neutral3,False
Morroc's Archer Skeleton,3003,158,295240,123900,161000,Medium,Demon,Neutral3,False
Morroc's Wraith,3004,158,100000,123900,161000,Large,Demon,Neutral3,False
Morroc's Verit,3005,158,442860,123900,161000,Medium,Demon,Neutral3,False
Morroc's Lude,3006,158,885720,123900,161000,Small,Demon,Neutral3,False
Death Soul,3007,158,99999999,20000000,20000000,Small,Demon,Neutral3,False
Morroc Hidden,3008,158,295240,15000000,10000000,Small,Demon,Neutral3,False
Morroc's Necromancer,3009,101,80000000,10000000,10000000,Medium,DemiHuman,Earth4,False
Corrupt Orc Baby,3010,158,250000,1239000,1610400,Small,DemiHuman,Earth2,False
Corrupt Baby Desert Wolf,3011,158,232890,1239000,1610400,Small,Brute,Fire2,False
Corrupt Familiar,3012,158,222550,1239000,1610400,Small,Fish,Water2,False
Corrupt Orc Warrior,3013,158,300000,1239000,1610400,Medium,DemiHuman,Earth2,False
Corrupt Desert Wolf,3014,158,292450,1239000,1610400,Medium,Brute,Fire2,False
Corrupt Phen,3015,158,284110,1239000,1610400,Medium,Fish,Water2,False
Corrupt Orc Zombie,3016,158,375000,1239000,1610400,Medium,DemiHuman,Undead2,False
Corrupt Verit,3017,158,352715,1239000,1610400,Medium,Brute,Undead2,False
Corrupt Megalodon,3018,158,347413,1239000,1610400,Medium,Fish,Undead2,False
Fire Condor,3020,141,125114,702100,748100,Medium,Brute,Fire2,False
Fire Sandman,3021,143,130501,720700,773400,Medium,Formless,Fire3,False
Fire Frilldora,3022,147,141301,780700,819900,Medium,Brute,Fire3,False
Fire Golem,3023,148,180213,891200,946400,Large,Formless,Fire4,False
Fire Pit,3026,17,10,5800,4300,Medium,Undead,Undead1,False
Fire Bug,3027,150,234,5800,4700,Medium,Undead,Undead1,False
Sonia,3028,17,20,5800,4300,Medium,Undead,Undead1,False
Reaper Yanku,3029,159,50000000,30000000,33000000,Large,Undead,Undead4,False
Monster 7,3038,151,10000,0,0,Small,Formless,Ghost4,False
Blazing Morocc Reincarnation,3039,149,8000000,285500,181100,Large,Angel,Dark1,False
Distorted Morocc Reincarnation,3040,149,6400000,331100,210100,Medium,Demon,Dark3,False
Freezing Morocc Reincarnation,3041,149,7700000,299500,223000,Medium,Demon,Water3,False
Angry Mimic,3061,1,30,0,0,Medium,Formless,Neutral1,False
Ferre,3069,125,48430,308800,263100,Small,Demon,Earth2,False
Ferre,3070,126,40718,360700,242500,Small,Demon,Water2,False
Ferre,3071,127,53290,360900,242900,Small,Demon,Water2,False
Ferre,3072,128,52280,372900,223500,Small,Demon,Earth2,False
Awakened Ferre,3073,140,19471800,313200000,272030000,Large,Demon,Undead3,False
Time Holder,3074,170,25000000,458250000,387750000,Large,Demon,Neutral4,False
Brinaranea's Hatchling,3088,165,319500,5000000,5000000,Large,Insect,Water2,False
Crazed Kasa,3089,165,231250,5000000,5000000,Large,Formless,Fire4,False
Crazed Salamander,3090,165,272063,5000000,5000000,Large,Formless,Fire3,False
Brinaranea,3091,165,81650000,115600,114800,Large,Demon,Water3,False
Muspellskoll,3092,165,55620000,10000000,10000000,Large,Demon,Fire3,False
Brinaranea's Core,3093,1,99,0,0,Small,Formless,Ghost4,False
Muspelskoll's Core,3094,1,25000,0,0,Small,Formless,Ghost4,False
God's Shadow,3095,1,30000,0,0,Small,Formless,Ghost4,False
Reincarnated Morroc,3096,175,80000000,100000000,100000000,Small,Demon,Holy3,False
Desperate Morroc,3097,175,120000000,150000000,150000000,Medium,Demon,Dark2,False
Origin of Morroc,3098,170,6516000,0,0,Large,Demon,Dark4,False
Repose of Morroc,3099,170,2900000,0,0,Large,Demon,Dark4,False
Death Mana,3100,1,30,0,0,Small,Formless,Neutral4,False
Brilliant Mana,3101,1,30,0,0,Small,Formless,Neutral4,False
Life Mana,3102,1,30,0,0,Small,Formless,Neutral4,False
Earth Mana,3103,1,30,0,0,Small,Formless,Neutral4,False
